DICT,EX,ID,LIST,REG
"{'Description': 'A rule has been ignored because its major version number was not recognized by Windows Firewall.', 'Profiles': '%1', 'IgnoredRuleID': '%2', 'IgnoredRuleName': '%3 '}",A rule has been ignored because its major version number was not recognized by Windows Firewall. Profile: %1 Ignored Rule:  ID: %2 Name: %3 ,4951,"['A rule has been ignored because its major version number was not recognized by Windows Firewall.', 'Profile: %1', 'Ignored Rule:', ' ID: %2', 'Name: %3']",(?P<Description>.*)\s+Profile:(?:\s+|\S)(?P<Profiles>.*)\s+Ignored Rule:(?:\s+|\S) ID:(?:\s+|\S)(?P<IgnoredRuleID>.*)\s+Name:(?:\s+|\S)(?P<IgnoredRuleName>.*)
"{'Description': 'Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall. The other parts of the rule will be enforced.', 'Profiles': '%1', 'PartiallyIgnoredRuleID': '%2', 'PartiallyIgnoredRuleName': '%3  '}",Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall. The other parts of the rule will be enforced. Profile: %1 Partially Ignored Rule: ID: %2 Name: %3  ,4952,"['Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall. The other parts of the rule will be enforced.', 'Profile: %1', 'Partially Ignored Rule:', 'ID: %2', 'Name: %3']",(?P<Description>.*)\s+Profile:(?:\s+|\S)(?P<Profiles>.*)\s+Partially Ignored Rule:(?:\s+|\S)ID:(?:\s+|\S)(?P<PartiallyIgnoredRuleID>.*)\s+Name:(?:\s+|\S)(?P<PartiallyIgnoredRuleName>.*)
"{'Description': 'A rule has been ignored by Windows Firewall because it could not parse the rule.', 'Profiles': '%1', 'ReasonforRejection': '%2', 'RuleID': '%3', 'RuleName': '%4  '}",A rule has been ignored by Windows Firewall because it could not parse the rule. Profile: %1 Reason for Rejection: %2 Rule:  ID: %3 Name: %4  ,4953,"['A rule has been ignored by Windows Firewall because it could not parse the rule.', 'Profile: %1', 'Reason for Rejection: %2', 'Rule:', ' ID: %3', 'Name: %4']",(?P<Description>.*)\s+Profile:(?:\s+|\S)(?P<Profiles>.*)\s+Reason for Rejection:(?:\s+|\S)(?P<ReasonforRejection>.*)\s+Rule:(?:\s+|\S) ID:(?:\s+|\S)(?P<RuleID>.*)\s+Name:(?:\s+|\S)(?P<RuleName>.*)
{'Description': 'Windows Firewall Group Policy settings has changed. The new settings have been applied.  '},Windows Firewall Group Policy settings has changed. The new settings have been applied.  ,4954,['Windows Firewall Group Policy settings has changed. The new settings have been applied.'],(?P<Description>.*)
"{'Description': 'Windows Firewall has changed the active profile.', 'NewActiveProfile': 'Domain '}",Windows Firewall has changed the active profile. New Active Profile: Domain ,4956,"['Windows Firewall has changed the active profile.', 'New Active Profile: Domain']",(?P<Description>.*)\s+New Active Profile:(?:\s+|\S)(?P<NewActiveProfile>.*)
"{'RuleInformationID': 'CoreNet-Teredo-In', 'RuleInformationName': 'Core Networking - Teredo (UDP-In)', 'ErrorInformationReason': 'Local Port resolved to an empty set. '}",Windows Firewall did not apply the following rule: Rule Information:  ID: CoreNet-Teredo-In Name: Core Networking - Teredo (UDP-In) Error Information:  Reason: Local Port resolved to an empty set. ,4957,"['Windows Firewall did not apply the following rule:', 'Rule Information:', ' ID: CoreNet-Teredo-In', 'Name: Core Networking - Teredo (UDP-In)', 'Error Information:', ' Reason: Local Port resolved to an empty set.']",Windows Firewall did not apply the following rule:(?:\s+|\S)Rule Information:(?:\s+|\S) ID:(?:\s+|\S)(?P<RuleInformationID>.*)\s+Name:(?:\s+|\S)(?P<RuleInformationName>.*)\s+Error Information:(?:\s+|\S) Reason:(?:\s+|\S)(?P<ErrorInformationReason>.*)
"{'RuleInformationID': '%1', 'RuleInformationName': '%2', 'ErrorInformationError': '%3', 'ErrorInformationReason': '%4  '}",Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer: Rule Information:  ID: %1 Name: %2 Error Information:  Error: %3 Reason: %4  ,4958,"['Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer:', 'Rule Information:', ' ID: %1', 'Name: %2', 'Error Information:', ' Error: %3', 'Reason: %4']",Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer:(?:\s+|\S)Rule Information:(?:\s+|\S) ID:(?:\s+|\S)(?P<RuleInformationID>.*)\s+Name:(?:\s+|\S)(?P<RuleInformationName>.*)\s+Error Information:(?:\s+|\S) Error:(?:\s+|\S)(?P<ErrorInformationError>.*)\s+Reason:(?:\s+|\S)(?P<ErrorInformationReason>.*)
"{'Description': 'IPsec dropped an inbound packet that failed an integrity check. If this problem persists, it could indicate a network issue or that packets are being modified in transit to this computer. Verify that the packets sent from the remote computer are the same as those received by this computer. This error might also indicate interoperability problems with other IPsec implementations.', 'Description2': ''}","IPsec dropped an inbound packet that failed an integrity check. If this problem persists, it could indicate a network issue or that packets are being modified in transit to this computer. Verify that the packets sent from the remote computer are the same as those received by this computer. This error might also indicate interoperability problems with other IPsec implementations. ",4960,"['IPsec dropped an inbound packet that failed an integrity check. If this problem persists', 'it could indicate a network issue or that packets are being modified in transit to this computer. Verify that the packets sent from the remote computer are the same as those received by this computer. This error might also indicate interoperability problems with other IPsec implementations.']",(?P<Description>.*)\s+(?P<Description2>.*)
"{'Description': 'IPsec dropped an inbound packet that failed a replay check. If this problem persists, it could indicate a replay attack against this', 'Description2': 'computer.', 'RemoteNetworkAddress': '%1', 'InboundSASPI': '%2 '}","IPsec dropped an inbound packet that failed a replay check. If this problem persists, it could indicate a replay attack against this computer. Remote Network Address: %1 Inbound SA SPI: %2 ",4961,"['IPsec dropped an inbound packet that failed a replay check. If this problem persists', 'it could indicate a replay attack against this computer.', 'Remote Network Address: %1', 'Inbound SA SPI: %2']",(?P<Description>.*)\s+(?P<Description2>.*)\s+Remote Network Address:(?:\s+|\S)(?P<RemoteNetworkAddress>.*)\s+Inbound SA SPI:(?:\s+|\S)(?P<InboundSASPI>.*)
"{'Description': 'IPsec dropped an inbound packet that failed a replay check. The inbound packet had too low a sequence number to ensure it was not a replay.', 'RemoteNetworkAddress': '%1', 'InboundSASPI': '%2 '}",IPsec dropped an inbound packet that failed a replay check. The inbound packet had too low a sequence number to ensure it was not a replay. Remote Network Address: %1 Inbound SA SPI: %2 ,4962,"['IPsec dropped an inbound packet that failed a replay check. The inbound packet had too low a sequence number to ensure it was not a replay.', 'Remote Network Address: %1', 'Inbound SA SPI: %2']",(?P<Description>.*)\s+Remote Network Address:(?:\s+|\S)(?P<RemoteNetworkAddress>.*)\s+Inbound SA SPI:(?:\s+|\S)(?P<InboundSASPI>.*)
"{'Description': 'IPsec dropped an inbound clear text packet that should have been secured. This is usually due to the remote computer changing its IPsec policy without informing this computer. This could also be a spoofing attack attempt.', 'RemoteNetworkAddress': '%1', 'InboundSASPI': '%2 '}",IPsec dropped an inbound clear text packet that should have been secured. This is usually due to the remote computer changing its IPsec policy without informing this computer. This could also be a spoofing attack attempt. Remote Network Address: %1 Inbound SA SPI: %2 ,4963,"['IPsec dropped an inbound clear text packet that should have been secured. This is usually due to the remote computer changing its IPsec policy without informing this computer. This could also be a spoofing attack attempt.', 'Remote Network Address: %1', 'Inbound SA SPI: %2']",(?P<Description>.*)\s+Remote Network Address:(?:\s+|\S)(?P<RemoteNetworkAddress>.*)\s+Inbound SA SPI:(?:\s+|\S)(?P<InboundSASPI>.*)
"{'Description': 'Special groups have been assigned to a new logon.', 'SubjectSID': 'SYSTEM', 'SubjectAccountName': 'DC08$', 'SubjectAccountDomain': 'ACME', 'SubjectLogonID': '0x3e7', 'SubjectLogonGUID': '{00000000-0000-0000-0000-000000000000}', 'NewLogonSecurityID': 'ACME\\wsmith', 'NewLogonAccountName': 'wsmith', 'NewLogonAccountDomain': 'ACME', 'NewLogonLogonID': '0x110b51', 'NewLogonLogonGUID': '{3432a23c-bb03-007e-e951-eeacdf5b5606}', 'NewLogonSpecialGroupsAssigned': 'ACME\\WatchGroup '}",Special groups have been assigned to a new logon. Subject: Security ID: SYSTEM Account Name: DC08$ Account Domain: ACME Logon ID: 0x3e7 Logon GUID: {00000000-0000-0000-0000-000000000000} New Logon: Security ID: ACME\wsmith Account Name: wsmith Account Domain: ACME Logon ID: 0x110b51 Logon GUID: {3432a23c-bb03-007e-e951-eeacdf5b5606} Special Groups Assigned: ACME\WatchGroup ,4964,"['Special groups have been assigned to a new logon.', 'Subject:', 'Security ID: SYSTEM', 'Account Name: DC08$', 'Account Domain: ACME', 'Logon ID: 0x3e7', 'Logon GUID: {00000000-0000-0000-0000-000000000000}', 'New Logon:', 'Security ID: ACME\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\wsmith', 'Account Name: wsmith', 'Account Domain: ACME', 'Logon ID: 0x110b51', 'Logon GUID: {3432a23c-bb03-007e-e951-eeacdf5b5606}', 'Special Groups Assigned: ACME\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\WatchGroup']",(?P<Description>.*)\s+Subject:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Logon GUID:(?:\s+|\S)(?P<SubjectLogonGUID>.*)\s+New Logon:(?:\s+|\S)Security ID:(?:\s+|\S)(?P<NewLogonSecurityID>.*)\s+Account Name:(?:\s+|\S)(?P<NewLogonAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<NewLogonAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<NewLogonLogonID>.*)\s+Logon GUID:(?:\s+|\S)(?P<NewLogonLogonGUID>.*)\s+Special Groups Assigned:(?:\s+|\S)(?P<NewLogonSpecialGroupsAssigned>.*)
"{'Description': 'IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI). This is usually caused by malfunctioning hardware that is corrupting packets. If these errors persist, verify that the packets sent from the remote computer are the same as those received by this computer. This error may also indicate interoperability problems with other IPsec implementations. In that case, if connectivity is not impeded, then these events', 'Description2': 'can', 'Description3': 'be', 'Description4': 'ignored.', 'RemoteNetworkAddress': '%1', 'InboundSASPI': '%2 '}","IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI). This is usually caused by malfunctioning hardware that is corrupting packets. If these errors persist, verify that the packets sent from the remote computer are the same as those received by this computer. This error may also indicate interoperability problems with other IPsec implementations. In that case, if connectivity is not impeded, then these events can be ignored. Remote Network Address: %1 Inbound SA SPI: %2 ",4965,"['IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI). This is usually caused by malfunctioning hardware that is corrupting packets. If these errors persist', 'verify that the packets sent from the remote computer are the same as those received by this computer. This error may also indicate interoperability problems with other IPsec implementations. In that case', 'if connectivity is not impeded', 'then these events can be ignored.', 'Remote Network Address: %1', 'Inbound SA SPI: %2']",(?P<Description>.*)\s+(?P<Description2>.*)\s+(?P<Description3>.*)\s+(?P<Description4>.*)\s+Remote Network Address:(?:\s+|\S)(?P<RemoteNetworkAddress>.*)\s+Inbound SA SPI:(?:\s+|\S)(?P<InboundSASPI>.*)
"{'Description': 'During Main Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay', 'Description2': 'this', 'Description3': 'negotiation.', 'LocalNetworkAddress': '%1', 'RemoteNetworkAddress': '%2', 'KeyingModuleName': '%3 '}","During Main Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay this negotiation. Local Network Address: %1 Remote Network Address: %2 Keying Module Name: %3 ",4976,"['During Main Mode negotiation', 'IPsec received an invalid negotiation packet. If this problem persists', 'it could indicate a network issue or an attempt to modify or replay this negotiation.', 'Local Network Address: %1', 'Remote Network Address: %2', 'Keying Module Name: %3']",(?P<Description>.*)\s+(?P<Description2>.*)\s+(?P<Description3>.*)\s+Local Network Address:(?:\s+|\S)(?P<LocalNetworkAddress>.*)\s+Remote Network Address:(?:\s+|\S)(?P<RemoteNetworkAddress>.*)\s+Keying Module Name:(?:\s+|\S)(?P<KeyingModuleName>.*)
"{'Description': 'During Quick Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay', 'Description2': 'this', 'Description3': 'negotiation.', 'LocalNetworkAddress': '10.40.1.123', 'RemoteNetworkAddress': '10.40.1.101', 'KeyingModuleName': 'IKEv1  '}","During Quick Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay this negotiation. Local Network Address:  10.40.1.123 Remote Network Address: 10.40.1.101 Keying Module Name:  IKEv1  ",4977,"['During Quick Mode negotiation', 'IPsec received an invalid negotiation packet. If this problem persists', 'it could indicate a network issue or an attempt to modify or replay this negotiation.', 'Local Network Address:  10.40.1.123', 'Remote Network Address: 10.40.1.101', 'Keying Module Name:  IKEv1']",(?P<Description>.*)\s+(?P<Description2>.*)\s+(?P<Description3>.*)\s+Local Network Address:(?:\s+|\S)(?P<LocalNetworkAddress>.*)\s+Remote Network Address:(?:\s+|\S)(?P<RemoteNetworkAddress>.*)\s+Keying Module Name:(?:\s+|\S)(?P<KeyingModuleName>.*)
"{'Description': 'During Extended Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay', 'Description2': 'this', 'Description3': 'negotiation.', 'LocalNetworkAddress': '%1', 'RemoteNetworkAddress': '%2 '}","During Extended Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay this negotiation. Local Network Address: %1 Remote Network Address: %2 ",4978,"['During Extended Mode negotiation', 'IPsec received an invalid negotiation packet. If this problem persists', 'it could indicate a network issue or an attempt to modify or replay this negotiation.', 'Local Network Address: %1', 'Remote Network Address: %2']",(?P<Description>.*)\s+(?P<Description2>.*)\s+(?P<Description3>.*)\s+Local Network Address:(?:\s+|\S)(?P<LocalNetworkAddress>.*)\s+Remote Network Address:(?:\s+|\S)(?P<RemoteNetworkAddress>.*)
"{'Description': 'IPsec Main Mode and Extended Mode security associations were established.', 'MainModeLocalEndpointPrincipalName': '%1 '}",IPsec Main Mode and Extended Mode security associations were established. Main Mode Local Endpoint: Principal Name: %1 ,4979,"['IPsec Main Mode and Extended Mode security associations were established.', 'Main Mode Local Endpoint:', 'Principal Name: %1']",(?P<Description>.*)\s+Main Mode Local Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<MainModeLocalEndpointPrincipalName>.*)
"{'Description': 'IPsec Main Mode and Extended Mode security associations were established.', 'MainModeLocalEndpointPrincipalName': '%1', 'MainModeLocalEndpointNetworkAddress': '%3', 'MainModeLocalEndpointKeyingModulePort': '%4', 'MainModeRemoteEndpointPrincipalName': '%2', 'MainModeRemoteEndpointNetworkAddress': '%5', 'MainModeRemoteEndpointKeyingModulePort': '%6', 'MainModeCryptographicInformationCipherAlgorithm': '%8', 'MainModeCryptographicInformationIntegrityAlgorithm': '%9', 'MainModeCryptographicInformationDiffieHellmanGroup': '%10', 'MainModeSecurityAssociationLifetimeminutes': '%11', 'MainModeSecurityAssociationQuickModeLimit': '%12', 'MainModeSecurityAssociationMainModeSAID': '%16', 'MainModeAdditionalInformationKeyingModuleName': 'AuthIP', 'MainModeAdditionalInformationAuthenticationMethod': '%7', 'MainModeAdditionalInformationRole': '%13', 'MainModeAdditionalInformationImpersonationState': '%14', 'MainModeAdditionalInformationMainModeFilterID': '%15', 'ExtendedModeLocalEndpointPrincipalName': '%17', 'ExtendedModeLocalEndpointCertificateSHAThumbprint': '%18', 'ExtendedModeLocalEndpointCertificateIssuingCA': '%19', 'ExtendedModeLocalEndpointCertificateRootCA': '%20', 'ExtendedModeRemoteEndpointPrincipalName': '%21', 'ExtendedModeRemoteEndpointCertificateSHAThumbprint': '%22', 'ExtendedModeRemoteEndpointCertificateIssuingCA': '%23', 'ExtendedModeRemoteEndpointCertificateRootCA': '%24', 'ExtendedModeAdditionalInformationAuthenticationMethod': 'SSL', 'ExtendedModeAdditionalInformationImpersonationState': '%25', 'ExtendedModeAdditionalInformationQuickModeFilterID': '%26 '}",IPsec Main Mode and Extended Mode security associations were established. Main Mode Local Endpoint: Principal Name:  %1 Network Address: %3 Keying Module Port: %4 Main Mode Remote Endpoint: Principal Name: %2 Network Address: %5 Keying Module Port: %6 Main Mode Cryptographic Information: Cipher Algorithm: %8 Integrity Algorithm: %9 Diffie-Hellman Group: %10 Main Mode Security Association: Lifetime (minutes): %11 Quick Mode Limit: %12 Main Mode SA ID: %16 Main Mode Additional Information: Keying Module Name: AuthIP Authentication Method: %7 Role:  %13 Impersonation State: %14 Main Mode Filter ID: %15 Extended Mode Local Endpoint: Principal Name: %17 Certificate SHA Thumbprint: %18 Certificate Issuing CA: %19 Certificate Root CA: %20 Extended Mode Remote Endpoint: Principal Name: %21 Certificate SHA Thumbprint: %22 Certificate Issuing CA: %23 Certificate Root CA: %24 Extended Mode Additional Information: Authentication Method: SSL Impersonation State: %25 Quick Mode Filter ID: %26 ,4980,"['IPsec Main Mode and Extended Mode security associations were established.', 'Main Mode Local Endpoint:', 'Principal Name:  %1', 'Network Address: %3', 'Keying Module Port: %4', 'Main Mode Remote Endpoint:', 'Principal Name: %2', 'Network Address: %5', 'Keying Module Port: %6', 'Main Mode Cryptographic Information:', 'Cipher Algorithm: %8', 'Integrity Algorithm: %9', 'Diffie-Hellman Group: %10', 'Main Mode Security Association:', 'Lifetime (minutes): %11', 'Quick Mode Limit: %12', 'Main Mode SA ID: %16', 'Main Mode Additional Information:', 'Keying Module Name: AuthIP', 'Authentication Method: %7', 'Role:  %13', 'Impersonation State: %14', 'Main Mode Filter ID: %15', 'Extended Mode Local Endpoint:', 'Principal Name: %17', 'Certificate SHA Thumbprint: %18', 'Certificate Issuing CA: %19', 'Certificate Root CA: %20', 'Extended Mode Remote Endpoint:', 'Principal Name: %21', 'Certificate SHA Thumbprint: %22', 'Certificate Issuing CA: %23', 'Certificate Root CA: %24', 'Extended Mode Additional Information:', 'Authentication Method: SSL', 'Impersonation State: %25', 'Quick Mode Filter ID: %26']",(?P<Description>.*)\s+Main Mode Local Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<MainModeLocalEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<MainModeLocalEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<MainModeLocalEndpointKeyingModulePort>.*)\s+Main Mode Remote Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<MainModeRemoteEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<MainModeRemoteEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<MainModeRemoteEndpointKeyingModulePort>.*)\s+Main Mode Cryptographic Information:(?:\s+|\S)Cipher Algorithm:(?:\s+|\S)(?P<MainModeCryptographicInformationCipherAlgorithm>.*)\s+Integrity Algorithm:(?:\s+|\S)(?P<MainModeCryptographicInformationIntegrityAlgorithm>.*)\s+Diffie-Hellman Group:(?:\s+|\S)(?P<MainModeCryptographicInformationDiffieHellmanGroup>.*)\s+Main Mode Security Association:(?:\s+|\S)Lifetime \(minutes\):(?:\s+|\S)(?P<MainModeSecurityAssociationLifetimeminutes>.*)\s+Quick Mode Limit:(?:\s+|\S)(?P<MainModeSecurityAssociationQuickModeLimit>.*)\s+Main Mode SA ID:(?:\s+|\S)(?P<MainModeSecurityAssociationMainModeSAID>.*)\s+Main Mode Additional Information:(?:\s+|\S)Keying Module Name:(?:\s+|\S)(?P<MainModeAdditionalInformationKeyingModuleName>.*)\s+Authentication Method:(?:\s+|\S)(?P<MainModeAdditionalInformationAuthenticationMethod>.*)\s+Role:(?:\s+|\S)(?P<MainModeAdditionalInformationRole>.*)\s+Impersonation State:(?:\s+|\S)(?P<MainModeAdditionalInformationImpersonationState>.*)\s+Main Mode Filter ID:(?:\s+|\S)(?P<MainModeAdditionalInformationMainModeFilterID>.*)\s+Extended Mode Local Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<ExtendedModeLocalEndpointPrincipalName>.*)\s+Certificate SHA Thumbprint:(?:\s+|\S)(?P<ExtendedModeLocalEndpointCertificateSHAThumbprint>.*)\s+Certificate Issuing CA:(?:\s+|\S)(?P<ExtendedModeLocalEndpointCertificateIssuingCA>.*)\s+Certificate Root CA:(?:\s+|\S)(?P<ExtendedModeLocalEndpointCertificateRootCA>.*)\s+Extended Mode Remote Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<ExtendedModeRemoteEndpointPrincipalName>.*)\s+Certificate SHA Thumbprint:(?:\s+|\S)(?P<ExtendedModeRemoteEndpointCertificateSHAThumbprint>.*)\s+Certificate Issuing CA:(?:\s+|\S)(?P<ExtendedModeRemoteEndpointCertificateIssuingCA>.*)\s+Certificate Root CA:(?:\s+|\S)(?P<ExtendedModeRemoteEndpointCertificateRootCA>.*)\s+Extended Mode Additional Information:(?:\s+|\S)Authentication Method:(?:\s+|\S)(?P<ExtendedModeAdditionalInformationAuthenticationMethod>.*)\s+Impersonation State:(?:\s+|\S)(?P<ExtendedModeAdditionalInformationImpersonationState>.*)\s+Quick Mode Filter ID:(?:\s+|\S)(?P<ExtendedModeAdditionalInformationQuickModeFilterID>.*)
"{'Description': 'IPsec Main Mode and Extended Mode security associations were established.', 'LocalEndpointPrincipalName': '%1', 'LocalEndpointNetworkAddress': '%9', 'LocalEndpointKeyingModulePort': '%10', 'LocalCertificateSHAThumbprint': '%2', 'LocalCertificateIssuingCA': '%3', 'LocalCertificateRootCA': '%4', 'RemoteEndpointPrincipalName': '%5', 'RemoteEndpointNetworkAddress': '%11', 'RemoteEndpointKeyingModulePort': '%12', 'RemoteCertificateSHAThumbprint': '%6', 'RemoteCertificateIssuingCA': '%7', 'RemoteCertificateRootCA': '%8', 'CryptographicInformationCipherAlgorithm': '%13', 'CryptographicInformationIntegrityAlgorithm': '%14', 'CryptographicInformationDiffieHellmanGroup': '%15', 'SecurityAssociationInformationLifetimeminutes': '%16', 'SecurityAssociationInformationQuickModeLimit': '%17', 'SecurityAssociationInformationMainModeSAID': '%21', 'AdditionalInformationKeyingModuleName': 'AuthIP', 'AdditionalInformationAuthenticationMethod': 'SSL', 'AdditionalInformationRole': '%18', 'AdditionalInformationImpersonationState': '%19', 'AdditionalInformationMainModeFilterID': '%20', 'ExtendedModeInformationLocalPrincipalName': '%22', 'ExtendedModeInformationRemotePrincipalName': '%23', 'ExtendedModeInformationAuthenticationMethod': '%24', 'ExtendedModeInformationImpersonationState': '%25', 'ExtendedModeInformationQuickModeFilterID': '%26  '}",IPsec Main Mode and Extended Mode security associations were established. Local Endpoint: Principal Name:  %1 Network Address: %9 Keying Module Port: %10 Local Certificate: SHA Thumbprint: %2 Issuing CA:  %3 Root CA:  %4 Remote Endpoint: Principal Name:  %5 Network Address: %11 Keying Module Port: %12 Remote Certificate: SHA Thumbprint: %6 Issuing CA:  %7 Root CA:  %8 Cryptographic Information: Cipher Algorithm: %13 Integrity Algorithm: %14 Diffie-Hellman Group: %15 Security Association Information: Lifetime (minutes): %16 Quick Mode Limit: %17 Main Mode SA ID: %21 Additional Information: Keying Module Name: AuthIP Authentication Method: SSL Role:  %18 Impersonation State: %19 Main Mode Filter ID: %20 Extended Mode Information: Local Principal Name: %22 Remote Principal Name: %23 Authentication Method: %24 Impersonation State: %25 Quick Mode Filter ID: %26  ,4981,"['IPsec Main Mode and Extended Mode security associations were established.', 'Local Endpoint:', 'Principal Name:  %1', 'Network Address: %9', 'Keying Module Port: %10', 'Local Certificate:', 'SHA Thumbprint: %2', 'Issuing CA:  %3', 'Root CA:  %4', 'Remote Endpoint:', 'Principal Name:  %5', 'Network Address: %11', 'Keying Module Port: %12', 'Remote Certificate:', 'SHA Thumbprint: %6', 'Issuing CA:  %7', 'Root CA:  %8', 'Cryptographic Information:', 'Cipher Algorithm: %13', 'Integrity Algorithm: %14', 'Diffie-Hellman Group: %15', 'Security Association Information:', 'Lifetime (minutes): %16', 'Quick Mode Limit: %17', 'Main Mode SA ID: %21', 'Additional Information:', 'Keying Module Name: AuthIP', 'Authentication Method: SSL', 'Role:  %18', 'Impersonation State: %19', 'Main Mode Filter ID: %20', 'Extended Mode Information:', 'Local Principal Name: %22', 'Remote Principal Name: %23', 'Authentication Method: %24', 'Impersonation State: %25', 'Quick Mode Filter ID: %26']",(?P<Description>.*)\s+Local Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<LocalEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<LocalEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<LocalEndpointKeyingModulePort>.*)\s+Local Certificate:(?:\s+|\S)SHA Thumbprint:(?:\s+|\S)(?P<LocalCertificateSHAThumbprint>.*)\s+Issuing CA:(?:\s+|\S)(?P<LocalCertificateIssuingCA>.*)\s+Root CA:(?:\s+|\S)(?P<LocalCertificateRootCA>.*)\s+Remote Endpoint:(?:\s+|\S)Principal Name:(?:\s+|\S)(?P<RemoteEndpointPrincipalName>.*)\s+Network Address:(?:\s+|\S)(?P<RemoteEndpointNetworkAddress>.*)\s+Keying Module Port:(?:\s+|\S)(?P<RemoteEndpointKeyingModulePort>.*)\s+Remote Certificate:(?:\s+|\S)SHA Thumbprint:(?:\s+|\S)(?P<RemoteCertificateSHAThumbprint>.*)\s+Issuing CA:(?:\s+|\S)(?P<RemoteCertificateIssuingCA>.*)\s+Root CA:(?:\s+|\S)(?P<RemoteCertificateRootCA>.*)\s+Cryptographic Information:(?:\s+|\S)Cipher Algorithm:(?:\s+|\S)(?P<CryptographicInformationCipherAlgorithm>.*)\s+Integrity Algorithm:(?:\s+|\S)(?P<CryptographicInformationIntegrityAlgorithm>.*)\s+Diffie-Hellman Group:(?:\s+|\S)(?P<CryptographicInformationDiffieHellmanGroup>.*)\s+Security Association Information:(?:\s+|\S)Lifetime \(minutes\):(?:\s+|\S)(?P<SecurityAssociationInformationLifetimeminutes>.*)\s+Quick Mode Limit:(?:\s+|\S)(?P<SecurityAssociationInformationQuickModeLimit>.*)\s+Main Mode SA ID:(?:\s+|\S)(?P<SecurityAssociationInformationMainModeSAID>.*)\s+Additional Information:(?:\s+|\S)Keying Module Name:(?:\s+|\S)(?P<AdditionalInformationKeyingModuleName>.*)\s+Authentication Method:(?:\s+|\S)(?P<AdditionalInformationAuthenticationMethod>.*)\s+Role:(?:\s+|\S)(?P<AdditionalInformationRole>.*)\s+Impersonation State:(?:\s+|\S)(?P<AdditionalInformationImpersonationState>.*)\s+Main Mode Filter ID:(?:\s+|\S)(?P<AdditionalInformationMainModeFilterID>.*)\s+Extended Mode Information:(?:\s+|\S)Local Principal Name:(?:\s+|\S)(?P<ExtendedModeInformationLocalPrincipalName>.*)\s+Remote Principal Name:(?:\s+|\S)(?P<ExtendedModeInformationRemotePrincipalName>.*)\s+Authentication Method:(?:\s+|\S)(?P<ExtendedModeInformationAuthenticationMethod>.*)\s+Impersonation State:(?:\s+|\S)(?P<ExtendedModeInformationImpersonationState>.*)\s+Quick Mode Filter ID:(?:\s+|\S)(?P<ExtendedModeInformationQuickModeFilterID>.*)
